president,num_rel,num_abs,year,exec_order_signed_date,title
Lyndon B. Johnson,50,11177,1964,"September 16, 1964",Providing for certain arrangements under the Columbia River Treaty
Lyndon B. Johnson,51,11178,1964,"September 18, 1964","Providing for the transfer of lands in Georgia from the Chattahoochee National Forest to the Oconee National Forest; the addition of land in Indiana to the Hoosier National Forest; the addition of land in Oklahoma to the Ouachita National Forest; and the adjustment of the boundary of the Tombigbee National Forest, Mississippi"
Lyndon B. Johnson,52,11179,1964,"September 22, 1964",Providing for the National Defense Executive Reserve
Lyndon B. Johnson,53,11180,1964,"September 24, 1964",Creating an Emergency Board To Investigate Disputes Between the Carriers Represented by the National Railway Labor Conference and Certain of Their Employees
Lyndon B. Johnson,54,11181,1964,"September 30, 1964",Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States
Lyndon B. Johnson,55,11182,1964,"October 2, 1964",Establishing Federal Development Planning Committees for Alaska
Lyndon B. Johnson,56,11183,1964,"October 3, 1964",Establishing the President's Commission on White House Fellowships
Lyndon B. Johnson,57,11184,1964,"October 13, 1964","Amending Executive Order No. 10530, Relating to the Performance of Certain Functions Vested in or Subject to the Approval of the President"
Lyndon B. Johnson,58,11185,1964,"October 16, 1964",To facilitate coordination of Federal education programs
Lyndon B. Johnson,59,11186,1964,"October 23, 1964",Establishing the Federal Development Planning Committee for Appalachia
Lyndon B. Johnson,60,11187,1964,"October 24, 1964",Permitting Certain Employees of the Postal Field Service to be Given Career Appointments
Lyndon B. Johnson,61,11188,1964,"November 17, 1964",Amending the Selective Service regulations
Lyndon B. Johnson,62,11189,1964,"November 23, 1964",Placing Certain Positions in levels IV and V of the Federal Executive Salary Schedule
Lyndon B. Johnson,63,11190,1964,"December 29, 1964",Providing for the Screening of the Ready Reserve of the Armed Forces
Lyndon B. Johnson,64,11191,1965,"January 4, 1965",Providing for the carrying out of certain provisions of the Communications Satellite Act of 1962
Lyndon B. Johnson,65,11192,1965,"January 13, 1965","Inspection of income, estate, and gift tax returns by the Senate Committee on Rules and Administration"
Lyndon B. Johnson,66,11193,1965,"January 24, 1965",Winston Spencer Churchill
Lyndon B. Johnson,67,11194,1965,"January 26, 1965","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations"
Lyndon B. Johnson,68,11195,1965,"January 30, 1965",Placing additional positions in levels IV and V of the Federal Executive Salary Schedule
Lyndon B. Johnson,69,11196,1965,"February 2, 1965",Providing for the performance by the Housing and Home Finance Administrator of certain functions vested in or subject to the approval of the President
Lyndon B. Johnson,70,11197,1965,"February 5, 1965",Establishing the President's Council on Equal Opportunity
Lyndon B. Johnson,71,11198,1965,"February 10, 1965",Imposition of interest equalization tax on certain commercial bank loans
Lyndon B. Johnson,72,11199,1965,"February 24, 1965",Discontinuing the defensive sea area off the coast of North Carolina
Lyndon B. Johnson,73,11200,1965,"February 26, 1965",Providing for establishing user fees pursuant to the Land and Water Conservation Fund Act of 1965
Lyndon B. Johnson,74,11201,1965,"March 4, 1965","Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives"
Lyndon B. Johnson,75,11202,1965,"March 5, 1965",Permitting student trainees to be given career or career-conditional appointments
Lyndon B. Johnson,76,11203,1965,"March 12, 1965",Permitting certain qualified employees of the Treasury Department to be given career appointment
Lyndon B. Johnson,77,11204,1965,"March 12, 1965","Inspection of income, estate, and gift tax returns by the Committee on Public Works, House of Representatives"
Lyndon B. Johnson,78,11205,1965,"March 15, 1965","Revoking Executive Order No. 10729 of September 16, 1957"
Lyndon B. Johnson,79,11206,1965,"March 18, 1965",Inspection of interest equalization tax returns
Lyndon B. Johnson,80,11207,1965,"March 20, 1965",Providing Federal assistance in the State of Alabama
Lyndon B. Johnson,81,11208,1965,"March 24, 1965",Revoking Executive orders pertaining to the President's Advisory Council on the Arts
Lyndon B. Johnson,82,11209,1965,"March 25, 1965",Establishing the Federal Development Committee for Appalachia and prescribing other arrangements for coordination with the Appalachia Regional Commission
Lyndon B. Johnson,83,11210,1965,"March 25, 1965",Establishing a Temporary Commission on Pennsylvania Avenue
Lyndon B. Johnson,84,11211,1965,"April 2, 1965",Exclusion for original or new Japanese issues as required for international monetary stability
Lyndon B. Johnson,85,11212,1965,"April 2, 1965",Including certain lands within the boundaries of the Allegheny National Forest in Pennsylvania
Lyndon B. Johnson,86,11213,1965,"April 2, 1965",Inspection of certain interest equalization tax information returns by the Board of Governors of the Federal Reserve System and the Federal Reserve Banks
Lyndon B. Johnson,87,11214,1965,"April 7, 1965","Amendment of Executive Order No. 11052, relating to cotton textiles and cotton textile products"
Lyndon B. Johnson,88,11215,1965,"April 8, 1965",Establishing the President's Commission on the Patent System
Lyndon B. Johnson,89,11216,1965,"April 24, 1965",Designation of Vietnam and waters adjacent thereto as a combat zone for the purposes of section 112 of the Internal Revenue Code of 1954
Lyndon B. Johnson,90,11217,1965,"April 24, 1965","Inspection of income, excess—profits, estate, and gift tax returns by the Committee on Un-American Activities, House of Representatives"
Lyndon B. Johnson,91,11218,1965,"April 24, 1965",Amending Executive Order No. 11017 so as to make the Chairman of the Tennessee Valley Authority a member of the Recreation Advisory Council
Lyndon B. Johnson,92,11219,1965,"May 6, 1965",Providing for the appointment in the competitive service of certain present and former officers and employees of the Foreign Service
Lyndon B. Johnson,93,11220,1965,"May 6, 1965",Transferring lands in the State of Washington from the Okanogan National Forest to the Wenatchee National Forest
Lyndon B. Johnson,94,11221,1965,"May 6, 1965","Amendment of Executive Order No. 11126, relating to the status of women"
Lyndon B. Johnson,95,11222,1965,"May 8, 1965",Prescribing standards of ethical conduct for Government officers and employees
Lyndon B. Johnson,96,11223,1965,"May 12, 1965","Relating to the performance of functions authorized by the Foreign Assistance Act of 1961, as amended"
Lyndon B. Johnson,97,11224,1965,"May 13, 1965",Designation of certain foreign countries as economically less developed countries for purposes of the interest equalization tax
Lyndon B. Johnson,98,11225,1965,"May 22, 1965","Designating the International Coffee Organization as a public international organization entitled to enjoy certain privileges, exemptions, and immunities"
Lyndon B. Johnson,99,11226,1965,"May 27, 1965","Amending Executive Order No. 10358, relating to the observance of holidays by Government agencies"
Lyndon B. Johnson,100,11227,1965,"June 2, 1965","Designating the Interim Communications Satellite Committee as a public international organization entitled to enjoy certain privileges, exemptions, and immunities"
Lyndon B. Johnson,101,11228,1965,"June 14, 1965",Providing for the performance by the Civil Service Commission of certain functions vested in or subject to the approval of the President
Lyndon B. Johnson,102,11229,1965,"June 14, 1965",Participation in the International Coffee Organization
Lyndon B. Johnson,103,11230,1965,"June 28, 1965",Delegating certain functions of the President to the Director of the Bureau of the Budget
Lyndon B. Johnson,104,11231,1965,"July 8, 1965",Establishing the Vietnam Service Medal
Lyndon B. Johnson,105,11232,1965,"July 8, 1965","Suspension of the provision of section 5751(b) of Title 10, United States Code, which relates to officers in the line of the Navy of the grade of commander"
Lyndon B. Johnson,106,11233,1965,"July 14, 1965",Adlai E. Stevenson
Lyndon B. Johnson,107,11234,1965,"July 16, 1965",Establishing the President's Commission on Crime in the District of Columbia
Lyndon B. Johnson,108,11235,1965,"July 21, 1965","Inspection of income, estate, and gift tax returns by the Committee on Banking and Currency, House of Representatives"
Lyndon B. Johnson,109,11236,1965,"July 23, 1965",Establishing the President's Commission on Law Enforcement and Administration of Justice
Lyndon B. Johnson,110,11237,1965,"July 27, 1965",Prescribing regulations for coordinating planning and the acquisition of land under the outdoor recreation program of the Department of the Interior and the open space program of the Housing and Home Finance Agency
Lyndon B. Johnson,111,11238,1965,"July 28, 1965",The National Advisory Council on International Monetary and Financial Problems
Lyndon B. Johnson,112,11239,1965,"July 31, 1965","Enforcement of the Convention for Safety of Life at Sea, 1960"
